id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,20000,12550,12311.3, 60 months,6.91,247.98,A,A5,Gage Marketing Group,10+ years,MORTGAGE,103000.0,Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/02/10 > This loan will be used to consolidate two car loans and a personal loan.  I've been at the same company for over 13 years.  I've owned a home for 7 years with a 30-year fixed mortgage.  I never carry a balance on my credit cards. I found out about LendingClub from Mint.com, which is my budgeting best friend. Thanks for your consideration.<br/>",debt_consolidation,Debt Consolidation Nov10,554xx,MN,12.68,0.0,Nov-2002,0.0,,,6.0,0.0,4627,8.6,11.0,f,0.0,0.0,14861.826280329102,14525.93,12550.0,2311.83,0.0,0.0,0.0,Jun-2015,1482.95,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,9150,9125.0, 36 months,6.54,280.61,A,A4,GE Healthcare,6 years,RENT,75000.0,Source Verified,Nov-2010,Fully Paid,n,,  Borrower added on 11/03/10 > Loan funds will be used to pay off three high interest credit cards.<br/>,debt_consolidation,Credit Card Payoff,210xx,MD,13.01,0.0,Sep-2001,3.0,,,21.0,0.0,5289,21.3,32.0,f,0.0,0.0,9849.5760970705,9822.66,9150.0,699.58,0.0,0.0,0.0,Jun-2012,23.64,,Nov-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,7250,7250.0, 36 months,5.79,219.87,A,A2,Caterpillar,5 years,MORTGAGE,87800.0,Source Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/07/10 > Dear Investors, thank you for investing in my loan. The loan will help me repay my higher interest rate credit cards (13% and 15%). I am so glad I found this site.<br/>",credit_card,Combine Load,550xx,MN,8.32,0.0,Jan-1999,0.0,68.0,,15.0,0.0,13141,11.2,42.0,f,0.0,0.0,7900.1858836292,7900.19,7250.0,650.19,0.0,0.0,0.0,Jun-2013,1328.91,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8900,5450,5450.0, 60 months,6.17,105.8,A,A3,General Electric,6 years,MORTGAGE,70000.0,Not Verified,Nov-2010,Fully Paid,n,,,car,1999 Camaro SS,400xx,KY,7.82,0.0,Feb-1997,2.0,,,11.0,0.0,6416,23.3,34.0,f,0.0,0.0,5870.5867792363,5870.59,5450.0,420.59,0.0,0.0,0.0,Apr-2012,4183.06,,Apr-2012,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,12525,12350.0, 60 months,9.99,266.06,B,B4,Blue Cross Blue Shield of Michigan,5 years,MORTGAGE,65730.0,Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/02/10 > Have some credit card debt from wedding, honeymoon, and expenses from buying our first home.  Just want to consolidate for a better rate and fixed length payments.<br/>",credit_card,Refinance Credit Card Loans,480xx,MI,8.98,0.0,Apr-1998,0.0,,,12.0,0.0,13598,51.3,16.0,f,0.0,0.0,15295.4133963405,15081.71,12525.0,2770.41,0.0,0.0,0.0,Oct-2013,6260.11,,Nov-2016,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,4075,4075.0, 60 months,6.54,79.81,A,A4,Verizon Wireless,10+ years,MORTGAGE,90000.0,Verified,Nov-2010,Fully Paid,n,,  Borrower added on 11/02/10 > Mobile Office / Studio<br/>,other,Photography Start up,079xx,NJ,1.92,0.0,May-1995,1.0,49.0,,6.0,0.0,4370,35.5,13.0,f,0.0,0.0,4788.4885816316,4788.49,4075.0,713.49,0.0,0.0,0.0,Nov-2015,79.69,,Jul-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,7275,7275.0, 36 months,6.91,224.34,A,A5,New England Concerts,4 years,RENT,62496.0,Source Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/02/10 > I have a very stable job and had some unexpected bills come up. Im looking to consolidate my debt and pay off some high interest credit cards. I hold a bachelor's degree in business and considering going back for a master's degree in the spring.<br/> Borrower added on 11/06/10 > I would really like to get the full amount of $12,000. I plan on prepaying this amount earlier than the term of the loan. I ll be saving alot of money when I pay off some high interest credit cards.<br/> Borrower added on 11/14/10 > There is only a day and half yet and we are not even 50 % funded, anymore investing to make this loan happen would be appreciated!<br/>",debt_consolidation,Debt Consolidation Loan,018xx,MA,13.38,1.0,Aug-2000,2.0,22.0,,11.0,0.0,5307,24.0,31.0,f,0.0,0.0,8076.038000777201,8076.04,7275.0,801.04,0.0,0.0,0.0,Nov-2013,229.03,,Mar-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,7575,7575.0, 60 months,8.88,156.81,B,B1,Datasoft Inc.,5 years,RENT,78000.0,Not Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/02/10 > This is just refinancing my current Lending Club loan, to lower my monthly payments, as I was contacted that I qualified because of my great standing on payments for my previous lending club loan<br/>",credit_card,Lending Club Loan Refinance,074xx,NJ,16.68,0.0,Mar-1988,0.0,51.0,,4.0,0.0,8435,24.2,14.0,f,0.0,0.0,9408.1294376165,9408.13,7575.0,1833.13,0.0,0.0,0.0,Nov-2015,156.33,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11000,6625,6625.0, 60 months,6.91,130.91,A,A5,HCS Electrical,3 years,MORTGAGE,45000.0,Not Verified,Nov-2010,Fully Paid,n,,  Borrower added on 11/02/10 > I have a 14.2% interest rate on my truck ($6000 left to pay) and a 21% interest rate on a credit card used to pay off my wedding last year.  Just wanting to lower the payments by lumping them into one loan.<br/>,debt_consolidation,11k,891xx,NV,9.12,0.0,Nov-2003,2.0,,,9.0,0.0,3925,29.1,26.0,f,0.0,0.0,7687.612586790699,7687.61,6625.0,1062.61,0.0,0.0,0.0,Feb-2014,2722.53,,Oct-2017,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,11200,10458.253932312446, 36 months,6.17,341.59,A,A3,Ron Carter Ford,2 years,MORTGAGE,132000.0,Verified,Nov-2010,Fully Paid,n,,,credit_card,CC REFI,775xx,TX,6.74,0.0,Nov-1997,0.0,,,6.0,0.0,11797,22.1,15.0,f,0.0,0.0,12235.818405091899,11415.82,11200.0,1035.82,0.0,0.0,0.0,Mar-2013,3024.33,,May-2017,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11000,6925,6925.0, 36 months,5.42,208.86,A,A1,Bank of America,< 1 year,MORTGAGE,55000.0,Verified,Nov-2010,Fully Paid,n,,  Borrower added on 11/02/10 > Loan is to pay for recent home improvements and upgrades. I have a wife of 6 years that is also employed full time. I recently changed jobs at my own will for an increase in pay and a shorter commute.<br/> Borrower added on 11/13/10 > My wife and I are both in the financial services industry and have perfect credit and have never made a late payment in our lives and intend to keep it that way.<br/>,home_improvement,Home Improvement,027xx,MA,17.48,0.0,Nov-1997,0.0,,,12.0,0.0,7588,9.3,38.0,f,0.0,0.0,7246.607349928499,7246.61,6925.0,321.61,0.0,0.0,0.0,Nov-2011,4957.64,,May-2015,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24250,14750,14655.866624050903, 60 months,9.99,313.33,B,B4,MARITEC INDUSTRIES INC,7 years,MORTGAGE,55000.0,Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/13/10 > I have been employed for the same company for seven years.  I always make my monthly payments.  I live in FL my parents live in PA, I am doing some remodeling so when they retire they can spend some of the winter months with me.<br/>",major_purchase,REMODEL,347xx,FL,15.51,1.0,Nov-1990,0.0,15.0,,15.0,0.0,14611,30.1,47.0,f,0.0,0.0,18815.0069922807,18681.94,14750.0,4049.34,15.670000047654,0.0,0.0,Nov-2015,312.86,,Dec-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,7475,7475.0, 60 months,6.54,146.4,A,A4,Baltimore County Public Schools,7 years,RENT,33600.0,Not Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/04/10 > I am a teacher who paid for grad school with credit cards instead of getting a loan. Although I was reimbursed for some of my costs, I still have a major bill because of it. Getting the loan will allow me to pay back the debt in a more cost effective way for myself.<br/>",credit_card,Credit Card Loan,210xx,MD,18.18,0.0,Feb-2001,0.0,,,5.0,0.0,3492,21.8,9.0,f,0.0,0.0,8410.895259130999,8410.9,7475.0,935.9,0.0,0.0,0.0,Apr-2013,4326.88,,May-2013,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,6375,6103.323251672098, 36 months,5.79,193.34,A,A2,Lawler & Lawler,< 1 year,RENT,72000.0,Not Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/01/10 > The recession hit me hard as I graduated from grad school with a lot of student loans and a difficult job market. Since then, I've found a great, stable job where I am flourishing. I've been diligently paying off my school loan payments and chiseling away at my credit card debt, but my credit card company has raised rates to a ridiculous level. I would be a great borrower--I'm responsible, I have a great credit score and pay all of my bills on time. This debt is weighing heavily on me, and I'm looking for a little help now to get some peace of mind, and I hope to pay it forward to others in the future.<br/>",credit_card,Recession Recovery CC Debt,944xx,CA,20.37,0.0,Feb-2000,0.0,,,14.0,0.0,9028,36.7,25.0,f,0.0,0.0,6934.356431365401,6615.93,6375.0,559.36,0.0,0.0,0.0,Apr-2013,1537.3,,Apr-2013,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,9775,8535.743720427428, 36 months,6.17,298.13,A,A3,Broward Sheriffs Office,10+ years,MORTGAGE,75000.0,Not Verified,Nov-2010,Fully Paid,n,,  Borrower added on 11/08/10 > This loan will help me pay off several high rate credit cards.<br/>,debt_consolidation,Debt Consolidation Loan,333xx,FL,19.5,0.0,May-1994,1.0,29.0,,14.0,0.0,11164,16.5,22.0,f,0.0,0.0,10733.107703442702,9269.19,9775.0,958.11,0.0,0.0,0.0,Nov-2013,306.07,,Aug-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,13000,9175,9175.0, 36 months,6.91,282.92,A,A5,"FlightView, Inc.",6 years,RENT,75000.0,Source Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/01/10 > Hi, with this loan I intend to pay off two high-rate credit cards and consolidate my debt at a more reasonable rate.<br/><br/>My career and income are both quite stable, and the company I work for has had no risk of downsizing even during the more difficult times of this recession.<br/><br/>A little over a year ago my friend and roommate left to start a family, and it has been difficult finding another roommate. The added cost of rent has been picked up by me, and this has come with the learning experience of greater financial discipline. It took me some time to cut some of my poor spending habits before I gained equilibrium again.<br/><br/>The anticipated monthly payment for this loan is close to the minimum credit card payments, which I more than pay each month already. I have a solid record of on-time payments and am looking for a better rate than I am currently paying.<br/>",debt_consolidation,New Plan,021xx,MA,7.26,0.0,Nov-1997,0.0,,,4.0,0.0,12402,67.0,7.0,f,0.0,0.0,10185.3739278686,10185.37,9175.0,1010.37,0.0,0.0,0.0,Nov-2013,291.92,,Apr-2016,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,6825,6825.0, 36 months,6.54,209.31,A,A4,Raymond James Financial,10+ years,MORTGAGE,76404.0,Source Verified,Nov-2010,Fully Paid,n,,  Borrower added on 11/07/10 > I've been at my job for 15 years.   Present address 5 years.  Spent too much with credit cards - consolidated 3 years ago - cut up credit cards.  Since then paid off almost all of the debt but the consolidation company gets $42 a month - unnecessary if I get this funding.  Lowers my overall interest rate.<br/>,debt_consolidation,AC Loan,337xx,FL,11.48,0.0,Apr-1993,0.0,,,4.0,0.0,63470,0.0,19.0,f,0.0,0.0,7433.9314567276,7433.93,6825.0,608.93,0.0,0.0,0.0,Oct-2012,2843.07,,Dec-2016,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9775,7800,7798.743963577896, 36 months,6.91,240.53,A,A5,The Wine Bottega,1 year,MORTGAGE,38220.0,Source Verified,Nov-2010,Fully Paid,n,,,debt_consolidation,BACK IN BLACK,021xx,MA,7.63,0.0,Dec-2002,0.0,,,11.0,0.0,9002,47.1,14.0,f,0.0,0.0,8658.9912712813,8657.45,7800.0,858.99,0.0,0.0,0.0,Nov-2013,250.07,,Nov-2013,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,19000,18888.217366870118, 36 months,9.99,612.99,B,B4,kittitas,10+ years,MORTGAGE,93000.0,Verified,Nov-2010,Fully Paid,n,,,major_purchase,major purchase,989xx,WA,7.45,0.0,Aug-1994,0.0,,,9.0,0.0,12566,29.2,18.0,f,0.0,0.0,22070.1792531311,21925.08,19000.0,3070.18,0.0,0.0,0.0,Nov-2013,689.78,,Aug-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,17000,10350,10225.0, 36 months,6.17,315.67,A,A3,p.s.e. & g.,10+ years,MORTGAGE,135000.0,Verified,Nov-2010,Fully Paid,n,,  Borrower added on 11/01/10 > I do have a substantial amount of money in my savings but I do not want to use that.  I will be making three payments a month I have already budgeted for this its just that the interest rate is 18% on the card and the I tried to get them to lower it but they wont.  I will have this paid off by June.  Thank you for your help.<br/>,credit_card,credit card pay off,080xx,NJ,10.98,0.0,Oct-1996,0.0,,,13.0,0.0,24207,53.4,40.0,f,0.0,0.0,10667.133140345899,10538.31,10350.0,317.13,0.0,0.0,0.0,Sep-2011,18.25,,Sep-2011,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22750,9800,9160.469452119523, 36 months,6.17,298.9,A,A3,CaridianBCT,3 years,MORTGAGE,32004.0,Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/01/10 > These funds will be used to remodel an owned house to accommodate Assisted Living and Adult Daycare clientele.  I am an excellent borrower with a proven record.  Every loan I have ever taken out I have paid back in full.  I have a very high credit rating (high 700s) and have strived to keep it there over many years.  The only debt I have is my house and less than $500.00 on a credit card.  My job is very stable, working for a company that makes (and develops) medical (aphaeresis) equipment.  Our company is the leading company in its field, internationally, experiencing a 6% growth this year, over last year's growth.  My job, as a machine operator in Production, is very stable, and I receive excellent Performance Reviews each year.  I am in my 50's and take pride in my work and in my endeavors, as well as in my financial reputation.  Thank you for your consideration of my request.<br/> Borrower added on 11/03/10 > This project, when completed, will produce for me a projected net income of $3000.00 per month.  Until then (2-3 months), I have a few thousand set aside in savings to make loan payments.<br/> Borrower added on 11/08/10 > I would be willing to pay a higher interest rate in order to get 100% funded for this project.<br/> Borrower added on 11/11/10 > Potential Investors, <br/>Please help us with this project - it is a win/win.  You will not be sorry!  Thank you!<br/>",other,Assisted Living Business Loan,802xx,CO,4.24,0.0,Jan-1999,2.0,32.0,,7.0,0.0,17546,36.0,25.0,f,0.0,0.0,10760.6739176476,10004.32,9800.0,960.67,0.0,0.0,0.0,Nov-2013,306.01,,Nov-2013,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,19200,19150.0, 60 months,19.66,505.06,G,G1,Brick Township Police Departent,5 years,OWN,85000.0,Verified,Nov-2010,Charged Off,n,,,debt_consolidation,REC,087xx,NJ,21.33,1.0,Feb-2003,1.0,11.0,,9.0,0.0,8619,47.6,19.0,f,0.0,0.0,9088.92,9065.26,778.18,1234.94,0.0,7075.8,723.1841999901,Mar-2011,505.06,,Oct-2016,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,15525,15500.0, 36 months,9.99,500.88,B,B4,MORGAN MCCLURE CHEV GMC INC,10+ years,OWN,80000.0,Verified,Nov-2010,Fully Paid,n,,,credit_card,credit card,242xx,VA,23.22,0.0,Jan-1988,0.0,30.0,,11.0,0.0,21441,43.6,24.0,f,0.0,0.0,18033.141176169298,18004.1,15525.0,2508.14,0.0,0.0,0.0,Nov-2013,546.29,,Dec-2017,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,6800,6685.54, 60 months,6.17,132.01,A,A3,Cleveland State University,6 years,MORTGAGE,70000.0,Not Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/01/10 > We live in a suburb of Cleveland, OH that, as many places have, has been hit hard by the housing crisis.  We bought this house six years ago and over this time the garage has deteriorated.  We really need to have the car in the garage in the winter considering how much snow we have here.  We are now facing a city violation on the garage repairs and will use this loan to fix the roof, cement floor, and walls.  (This repair is about 60% less than tearing down and building new.)<br/> Borrower added on 11/01/10 > I am a college professor who has tenure, so my job is very, very stable.  I feel very lucky in this economy.  Our home is from the 1950s originally and still has the original garage.  It has slowly been deteriorating since we moved here 6 years ago and we have been trying to save for this project, but have had a hard time doing so.  We are very good at managing our finances and repaid our last auto loan.  We have a city violation for the garage siding and roof, and this loan will help us repair it.  Plus, we get so much snow where we live that we really need to keep the car in the garage so we can have our driveway plowed.<br/>",home_improvement,Garage Home Improvement ,441xx,OH,9.36,0.0,Aug-1987,1.0,,,6.0,0.0,37677,52.9,23.0,f,0.0,0.0,7919.9865969016,7764.69,6800.0,1119.99,0.0,0.0,0.0,Nov-2015,131.39,,Nov-2015,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,13425,13400.0, 60 months,9.99,285.18,B,B4,AWeber Communications,5 years,OWN,120948.0,Verified,Nov-2010,Fully Paid,n,,"  Borrower added on 11/03/10 > Greetings prospective lenders,  Here is some basic info on the project that is being funded with this loan and my financial status.<br/><br/>The project is a greenhouse that we are looking to build.  The kit itself is sold by a company called Growing Spaces,  its the 26' kit.  Its a Geodesic design and meant to grown year round in colder climates.  More info on the kit can be found via a google search.<br/><br/>As you can see from my score I have an excellent credit rating with no negative items.  I work full time for a technology company at an executive level.  The company is privately held, has been profitable and growing for the whole 12 years of its existence,  5 of which I have been employed.<br/><br/>I have no mortgage and a monthly budget of $3000 (this will include the monthly payment for this loan) the rest of my income goes to savings) with plenty of room to breathe.<br/><br/>I will try to answer any other questions as quickly as possible, so feel free to ask!<br/><br/>Thanks!<br/>",home_improvement,Home Improvement,189xx,PA,11.09,0.0,Jan-2006,0.0,,,12.0,0.0,2434,2.8,15.0,f,0.0,0.0,16999.2700060771,16967.61,13425.0,3574.27,0.0,0.0,0.0,Jan-2015,3033.54,,Dec-2017,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,13050,13050.0, 60 months,9.99,277.21,B,B4,Simmons Company,10+ years,MORTGAGE,55000.0,Verified,Nov-2010,Charged Off,n,,  Borrower added on 11/01/10 > I would like to consolidate debt to pay off credit cards faster.  I will pay off loan with mine and my husband's combined incomes.<br/>,debt_consolidation,Debt Consolidation,928xx,CA,21.45,0.0,Nov-1995,1.0,37.0,,8.0,0.0,20747,54.7,33.0,f,0.0,0.0,8039.09,8039.09,5498.98,2533.73,0.0,6.38,0.0,Apr-2013,277.21,,Feb-2019,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,11350,11236.61, 60 months,6.54,222.29,A,A4,Berge Mazda Volkswagen,3 years,MORTGAGE,35000.0,Source Verified,Nov-2010,Fully Paid,n,,,debt_consolidation,Impala,852xx,AZ,6.55,0.0,Dec-1996,1.0,,,12.0,0.0,14126,21.9,39.0,f,0.0,0.0,11981.5649301302,11824.88,11350.0,631.57,0.0,0.0,0.0,Oct-2011,9763.17,,Dec-2011,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
